စဥ်,အမျိုးအမည်,ကုန်စည်ဒိုင်,နေ့စွဲ,အချင်အတွယ်,စျေးနှုန်း (မြန်မာကျပ်),အတက်/အကျ,%
193,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-14,kg,"1,300",–,0.00%
194,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-13,kg,"1,300",–,0.00%
195,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-12,kg,"1,300",–,0.00%
196,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-09,kg,"1,300",–,0.00%
197,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-08,kg,"1,300",–,0.00%
198,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-07,kg,"1,300",–,0.00%
199,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-06,kg,"1,300",–,0.00%
200,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-05,kg,"1,300",–,0.00%
201,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-02,kg,"1,300",–,0.00%
202,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-30,kg,"1,300",–,0.00%
203,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-29,kg,"1,300",–,0.00%
204,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-28,kg,"1,300",–,0.00%
205,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-25,kg,"1,300",–,0.00%
206,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-24,kg,"1,300",–,0.00%
207,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-23,kg,"1,300",–,0.00%
208,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-22,kg,"1,300",▼,-13.33%
209,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-26,kg,"1,500",▼,-3.85%
210,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-25,kg,"1,560",–,-
211,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-24,kg,"1,560",–,0.00%
212,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-22,kg,"1,560",–,0.00%
213,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-21,kg,"1,560",–,0.00%
214,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-20,kg,"1,560",–,0.00%
215,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-19,kg,"1,560",–,0.00%
216,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-18,kg,"1,560",–,0.00%
217,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-17,kg,"1,560",–,0.00%
218,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-11,kg,"1,560",–,0.00%
219,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-10,kg,"1,560",–,0.00%
220,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-07,kg,"1,560",–,0.00%
221,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-06,kg,"1,560",–,0.00%
222,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-05,kg,"1,560",–,0.00%
223,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-04,kg,"1,560",–,0.00%
224,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-03,kg,"1,560",–,0.00%
225,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-28,kg,"1,560",–,0.00%
226,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-27,kg,"1,560",–,0.00%
227,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-26,kg,"1,560",–,0.00%
228,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-25,kg,"1,560",–,0.00%
229,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-24,kg,"1,560",–,0.00%
230,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-21,kg,"1,560",–,0.00%
231,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-20,kg,"1,560",–,0.00%
232,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-19,kg,"1,560",–,0.00%
233,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-18,kg,"1,560",–,0.00%
234,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-17,kg,"1,560",–,0.00%
235,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-14,kg,"1,560",–,0.00%
236,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-13,kg,"1,560",–,0.00%
237,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-11,kg,"1,560",–,0.00%
238,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-10,kg,"1,560",–,0.00%
239,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-07,kg,"1,560",–,0.00%
240,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-06,kg,"1,560",–,-
241,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-05,kg,"1,560",–,0.00%
242,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-04,kg,"1,560",–,0.00%
243,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-03,kg,"1,560",–,0.00%
244,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-31,kg,"1,560",–,0.00%
245,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-30,kg,"1,560",–,0.00%
246,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-28,kg,"1,560",–,0.00%
247,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-27,kg,"1,560",–,0.00%
248,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-24,kg,"1,560",–,0.00%
249,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-23,kg,"1,560",–,0.00%
250,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-22,kg,"1,560",–,0.00%
251,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-21,kg,"1,560",–,0.00%
252,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-20,kg,"1,560",–,0.00%
253,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-17,kg,"1,560",–,0.00%
254,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-16,kg,"1,560",–,0.00%
255,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-15,kg,"1,560",–,0.00%
256,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-14,kg,"1,560",–,0.00%
257,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-13,kg,"1,560",–,0.00%
258,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-11,kg,"1,560",–,0.00%
259,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-10,kg,"1,560",–,0.00%
260,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-09,kg,"1,560",–,0.00%
261,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-08,kg,"1,560",–,0.00%
262,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-07,kg,"1,560",–,0.00%
263,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-06,kg,"1,560",–,0.00%
264,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-03,kg,"1,560",–,0.00%
265,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-02,kg,"1,560",–,0.00%
266,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-27,kg,"1,560",–,0.00%
267,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-26,kg,"1,560",–,0.00%
268,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-24,kg,"1,560",–,0.00%
269,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-23,kg,"1,560",–,0.00%
270,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-20,kg,"1,560",–,-
271,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-19,kg,"1,560",–,0.00%
272,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-18,kg,"1,560",–,0.00%
273,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-17,kg,"1,560",–,0.00%
274,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-16,kg,"1,560",–,0.00%
275,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-13,kg,"1,560",–,0.00%
276,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-12,kg,"1,560",–,0.00%
277,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-11,kg,"1,560",–,0.00%
278,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-10,kg,"1,560",–,0.00%
279,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-09,kg,"1,560",–,0.00%
280,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-06,kg,"1,560",–,0.00%
281,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-05,kg,"1,560",–,0.00%
282,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-04,kg,"1,560",–,0.00%
283,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-03,kg,"1,560",–,0.00%
284,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-12-02,kg,"1,560",–,0.00%
285,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-29,kg,"1,560",–,0.00%
286,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-28,kg,"1,560",–,0.00%
287,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-27,kg,"1,560",–,0.00%
288,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-26,kg,"1,560",–,0.00%
289,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-22,kg,"1,560",–,0.00%
290,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-21,kg,"1,560",–,0.00%
291,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-20,kg,"1,560",–,0.00%
292,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-19,kg,"1,560",–,0.00%
293,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-18,kg,"1,560",–,0.00%
294,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-14,kg,"1,560",–,0.00%
295,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-13,kg,"1,560",–,0.00%
296,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-12,kg,"1,560",–,0.00%
297,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-11,kg,"1,560",–,0.00%
298,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-08,kg,"1,560",–,0.00%
299,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-07,kg,"1,560",–,0.00%
300,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-06,kg,"1,560",–,-
301,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-05,kg,"1,560",–,0.00%
302,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-04,kg,"1,560",–,0.00%
303,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-31,kg,"1,560",–,0.00%
304,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-30,kg,"1,560",–,0.00%
305,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-29,kg,"1,560",–,0.00%
306,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-28,kg,"1,560",–,0.00%
307,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-25,kg,"1,560",–,0.00%
308,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-24,kg,"1,560",–,0.00%
309,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-23,kg,"1,560",–,0.00%
310,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-22,kg,"1,560",–,0.00%
311,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-21,kg,"1,560",–,0.00%
312,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-15,kg,"1,560",–,0.00%
313,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-14,kg,"1,560",–,0.00%
314,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-11,kg,"1,560",–,0.00%
315,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-10,kg,"1,560",–,0.00%
316,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-09,kg,"1,560",–,0.00%
317,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-08,kg,"1,560",–,0.00%
318,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-07,kg,"1,560",–,0.00%
319,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-04,kg,"1,560",–,0.00%
320,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-03,kg,"1,560",–,0.00%
321,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-02,kg,"1,560",–,0.00%
322,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-01,kg,"1,560",–,0.00%
323,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-30,kg,"1,560",–,0.00%
324,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-27,kg,"1,560",–,0.00%
325,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-26,kg,"1,560",–,0.00%
326,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-25,kg,"1,560",–,0.00%
327,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-24,kg,"1,560",–,0.00%
328,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-23,kg,"1,560",–,0.00%
329,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-20,kg,"1,560",–,0.00%
330,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-19,kg,"1,560",–,-
331,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-18,kg,"1,560",–,0.00%
332,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-17,kg,"1,560",–,0.00%
333,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-16,kg,"1,560",–,0.00%
334,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-13,kg,"1,560",–,0.00%
335,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-12,kg,"1,560",–,0.00%
336,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-11,kg,"1,560",–,0.00%
337,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-10,kg,"1,560",–,0.00%
338,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-09,kg,"1,560",–,0.00%
339,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-06,kg,"1,560",–,0.00%
340,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-05,kg,"1,560",–,0.00%
341,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-04,kg,"1,560",–,0.00%
342,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-03,kg,"1,560",–,0.00%
343,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-02,kg,"1,560",–,0.00%
344,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-30,kg,"1,560",–,0.00%
345,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-29,kg,"1,560",▲,2.63%
346,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-28,kg,"1,520",–,0.00%
347,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-27,kg,"1,520",–,0.00%
348,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-26,kg,"1,520",–,0.00%
349,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-23,kg,"1,520",–,0.00%
350,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-22,kg,"1,520",–,0.00%
351,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-21,kg,"1,520",–,0.00%
352,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-20,kg,"1,520",–,0.00%
353,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-19,kg,"1,520",–,0.00%
354,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-16,kg,"1,520",–,0.00%
355,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-15,kg,"1,520",–,0.00%
356,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-14,kg,"1,520",–,0.00%
357,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-13,kg,"1,520",–,0.00%
358,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-12,kg,"1,520",–,0.00%
359,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-09,kg,"1,520",–,0.00%
360,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-08,kg,"1,520",–,-
361,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-07,kg,"1,560",–,0.00%
362,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-06,kg,"1,560",–,0.00%
363,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-05,kg,"1,560",–,0.00%
364,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-02,kg,"1,560",–,0.00%
365,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-01,kg,"1,560",–,0.00%
366,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-31,kg,"1,560",–,0.00%
367,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-30,kg,"1,560",–,0.00%
368,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-29,kg,"1,560",–,0.00%
369,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-26,kg,"1,560",–,0.00%
370,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-25,kg,"1,560",–,0.00%
371,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-24,kg,"1,560",–,0.00%
372,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-23,kg,"1,560",–,0.00%
373,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-22,kg,"1,560",–,0.00%
374,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-18,kg,"1,560",–,0.00%
375,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-17,kg,"1,560",–,0.00%
376,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-16,kg,"1,560",–,0.00%
377,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-15,kg,"1,560",–,0.00%
378,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-12,kg,"1,560",–,0.00%
379,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-11,kg,"1,560",–,0.00%
380,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-10,kg,"1,560",–,0.00%
381,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-09,kg,"1,560",–,0.00%
382,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-08,kg,"1,560",–,0.00%
383,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-05,kg,"1,560",–,0.00%
384,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-04,kg,"1,560",–,0.00%
385,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-03,kg,"1,560",–,0.00%
