စဥ်,အမျိုးအမည်,ကုန်စည်ဒိုင်,နေ့စွဲ,အချင်အတွယ်,စျေးနှုန်း (မြန်မာကျပ်),အတက်/အကျ,%
197,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-10,တင်း,"25,827",–,0.00%
198,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-07,တင်း,"25,827",–,0.00%
199,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-06,တင်း,"25,827",–,0.00%
200,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-05,တင်း,"25,827",–,0.00%
201,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-04,တင်း,"25,827",–,0.00%
202,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-03,တင်း,"25,827",–,0.00%
203,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-28,တင်း,"25,827",–,0.00%
204,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-27,တင်း,"25,827",–,0.00%
205,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-26,တင်း,"25,827",▼,-0.60%
206,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-25,တင်း,"25,982",–,0.00%
207,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-24,တင်း,"25,982",–,0.00%
208,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-21,တင်း,"25,982",–,0.00%
209,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-20,တင်း,"25,982",–,0.00%
210,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-19,တင်း,"25,982",–,-
211,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-18,တင်း,"25,982",–,0.00%
212,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-17,တင်း,"25,982",–,0.00%
213,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-14,တင်း,"25,982",–,0.00%
214,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-13,တင်း,"25,982",–,0.00%
215,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-11,တင်း,"25,982",–,0.00%
216,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-10,တင်း,"25,982",–,0.00%
217,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-07,တင်း,"25,982",–,0.00%
218,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-06,တင်း,"25,982",–,0.00%
219,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-05,တင်း,"25,982",–,0.00%
220,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-04,တင်း,"25,982",–,0.00%
221,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-03,တင်း,"25,982",–,0.00%
222,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-31,တင်း,"25,982",–,0.00%
223,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-30,တင်း,"25,982",–,0.00%
224,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-28,တင်း,"25,982",▲,0.60%
225,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-27,တင်း,"25,827",–,0.00%
226,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-24,တင်း,"25,827",–,0.00%
227,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-23,တင်း,"25,827",–,0.00%
228,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-22,တင်း,"25,827",–,0.00%
229,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-21,တင်း,"25,827",▲,1.80%
230,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-20,တင်း,"25,370",–,0.00%
231,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-17,တင်း,"25,370",–,0.00%
232,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-16,တင်း,"25,370",–,0.00%
233,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-15,တင်း,"25,370",–,0.00%
234,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-14,တင်း,"25,370",▼,-0.60%
235,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-13,တင်း,"25,522",–,0.00%
236,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-11,တင်း,"25,522",–,0.00%
237,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-10,တင်း,"25,522",–,0.00%
238,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-09,တင်း,"25,522",–,0.00%
239,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-08,တင်း,"25,522",–,0.00%
240,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-07,တင်း,"25,522",–,-
241,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-06,တင်း,"25,675",–,0.00%
242,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-03,တင်း,"25,675",–,0.00%
243,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-02,တင်း,"25,675",–,0.00%
244,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-27,တင်း,"25,675",–,0.00%
245,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-26,တင်း,"25,675",–,0.00%
246,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-24,တင်း,"25,675",▲,0.60%
247,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-23,တင်း,"25,522",–,0.00%
248,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-20,တင်း,"25,522",–,0.00%
249,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-19,တင်း,"25,522",–,0.00%
250,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-18,တင်း,"25,522",–,0.00%
251,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-17,တင်း,"25,522",▼,-0.59%
252,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-16,တင်း,"25,675",–,0.00%
253,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-13,တင်း,"25,675",–,0.00%
254,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-12,တင်း,"25,675",–,0.00%
255,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-11,တင်း,"25,675",–,0.00%
256,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-10,တင်း,"25,675",▲,3.70%
257,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-09,တင်း,"24,759",–,0.00%
258,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-06,တင်း,"24,759",–,0.00%
259,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-05,တင်း,"24,759",–,0.00%
260,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-04,တင်း,"24,759",–,0.00%
261,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-03,တင်း,"24,759",▲,3.18%
262,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-12-02,တင်း,"23,995",–,0.00%
263,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-29,တင်း,"23,995",–,0.00%
264,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-28,တင်း,"23,995",–,0.00%
265,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-27,တင်း,"23,995",▲,1.95%
266,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-26,တင်း,"23,536",–,0.00%
267,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-22,တင်း,"23,536",–,0.00%
268,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-21,တင်း,"23,536",–,0.00%
269,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-20,တင်း,"23,536",–,0.00%
270,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-19,တင်း,"23,536",–,-
271,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-18,တင်း,"23,536",–,0.00%
272,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-14,တင်း,"23,536",–,0.00%
273,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-13,တင်း,"23,536",–,0.00%
274,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-12,တင်း,"23,536",–,0.00%
275,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-11,တင်း,"23,536",–,0.00%
276,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-08,တင်း,"23,536",–,0.00%
277,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-07,တင်း,"23,536",–,0.00%
278,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-06,တင်း,"23,536",–,0.00%
279,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-05,တင်း,"23,536",–,0.00%
280,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-11-04,တင်း,"23,536",▲,0.01%
281,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-31,တင်း,"23,533",–,0.00%
282,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-30,တင်း,"23,533",–,0.00%
283,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-29,တင်း,"23,533",▲,2.66%
284,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-28,တင်း,"22,924",–,0.00%
285,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-25,တင်း,"22,924",–,0.00%
286,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-24,တင်း,"22,924",–,0.00%
287,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-23,တင်း,"22,924",–,0.00%
288,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-22,တင်း,"22,924",▼,-1.31%
289,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-21,တင်း,"23,229",–,0.00%
290,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-15,တင်း,"23,229",–,0.00%
291,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-14,တင်း,"23,229",–,0.00%
292,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-11,တင်း,"23,229",–,0.00%
293,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-10,တင်း,"23,229",–,0.00%
294,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-09,တင်း,"23,229",–,0.00%
295,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-08,တင်း,"23,229",▼,-9.53%
296,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-07,တင်း,"25,675",–,0.00%
297,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-04,တင်း,"25,675",–,0.00%
298,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-03,တင်း,"25,675",–,0.00%
299,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-02,တင်း,"25,675",–,0.00%
300,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-10-01,တင်း,"25,675",–,-
301,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-30,တင်း,"26,745",–,0.00%
302,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-27,တင်း,"26,745",–,0.00%
303,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-26,တင်း,"26,745",–,0.00%
304,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-25,တင်း,"26,745",–,0.00%
305,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-24,တင်း,"26,745",–,0.00%
306,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-23,တင်း,"26,745",–,0.00%
307,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-20,တင်း,"26,745",–,0.00%
308,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-19,တင်း,"26,745",–,0.00%
309,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-18,တင်း,"26,745",–,0.00%
310,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-17,တင်း,"26,745",–,0.00%
311,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-16,တင်း,"26,745",–,0.00%
312,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-13,တင်း,"26,745",–,0.00%
313,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-12,တင်း,"26,745",–,0.00%
314,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-11,တင်း,"26,745",–,0.00%
315,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-10,တင်း,"26,745",–,0.00%
316,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-09,တင်း,"26,745",–,0.00%
317,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-06,တင်း,"26,745",–,0.00%
318,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-05,တင်း,"26,745",–,0.00%
319,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-04,တင်း,"26,745",–,0.00%
320,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-03,တင်း,"26,745",–,0.00%
321,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-09-02,တင်း,"26,745",–,0.00%
322,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-30,တင်း,"26,745",–,0.00%
323,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-29,တင်း,"26,745",–,0.00%
324,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-28,တင်း,"26,745",–,0.00%
325,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-27,တင်း,"26,745",–,0.00%
326,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-26,တင်း,"26,745",–,0.00%
327,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-23,တင်း,"26,745",–,0.00%
328,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-22,တင်း,"26,745",–,0.00%
329,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-21,တင်း,"26,745",–,0.00%
330,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-20,တင်း,"26,745",–,-
331,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-19,တင်း,"24,452",–,0.00%
332,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-16,တင်း,"24,452",–,0.00%
333,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-15,တင်း,"24,452",–,0.00%
334,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-14,တင်း,"24,452",–,0.00%
335,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-13,တင်း,"24,452",▲,8.11%
336,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-12,တင်း,"22,617",–,0.00%
337,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-09,တင်း,"22,617",–,0.00%
338,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-08,တင်း,"22,617",▲,30.57%
339,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-07,တင်း,"17,322",▼,-22.37%
340,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-06,တင်း,"22,313",–,0.00%
341,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-05,တင်း,"22,313",–,0.00%
342,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-02,တင်း,"22,313",–,0.00%
343,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-08-01,တင်း,"22,313",–,0.00%
344,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-31,တင်း,"22,313",–,0.00%
345,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-30,တင်း,"22,313",▲,0.70%
346,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-29,တင်း,"22,158",–,0.00%
347,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-26,တင်း,"22,158",–,0.00%
348,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-25,တင်း,"22,158",–,0.00%
349,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-24,တင်း,"22,158",–,0.00%
350,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-23,တင်း,"22,158",–,0.00%
351,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-22,တင်း,"22,158",–,0.00%
352,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-18,တင်း,"22,158",–,0.00%
353,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-17,တင်း,"22,158",–,0.00%
354,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-16,တင်း,"22,158",–,0.00%
355,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-15,တင်း,"22,158",–,0.00%
356,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-12,တင်း,"22,158",–,0.00%
357,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-11,တင်း,"22,158",–,0.00%
358,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-10,တင်း,"22,158",–,0.00%
359,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-09,တင်း,"22,158",–,0.00%
360,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-08,တင်း,"22,158",–,-
361,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-05,တင်း,"21,702",–,0.00%
362,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-04,တင်း,"21,702",–,0.00%
363,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-03,တင်း,"21,702",–,0.00%
364,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-02,တင်း,"21,702",–,0.00%
365,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-07-01,တင်း,"21,702",–,0.00%
366,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-28,တင်း,"21,702",–,0.00%
367,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-27,တင်း,"21,702",–,0.00%
368,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-26,တင်း,"21,702",–,0.00%
369,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-25,တင်း,"21,702",–,0.00%
370,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-24,တင်း,"21,702",▼,-2.06%
371,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-21,တင်း,"22,158",–,0.00%
372,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-20,တင်း,"22,158",–,0.00%
373,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-19,တင်း,"22,158",–,0.00%
374,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-17,တင်း,"22,158",▲,2.10%
375,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-14,တင်း,"21,702",–,0.00%
376,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-13,တင်း,"21,702",▲,1.43%
377,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-12,တင်း,"21,395",–,0.00%
378,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-11,တင်း,"21,395",–,0.00%
379,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-10,တင်း,"21,395",▲,2.19%
380,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-07,တင်း,"20,935",–,0.00%
381,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-06,တင်း,"20,935",▲,3.77%
382,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-05,တင်း,"20,174",–,0.00%
383,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-04,တင်း,"20,174",–,0.00%
384,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-06-03,တင်း,"20,174",▲,1.55%
385,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-31,တင်း,"19,867",–,0.00%
386,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-30,တင်း,"19,867",▲,2.37%
387,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-29,တင်း,"19,408",–,0.00%
388,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-28,တင်း,"19,408",–,0.00%
389,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-27,တင်း,"19,408",▲,1.59%
390,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-24,တင်း,"19,104",–,-
391,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-23,တင်း,"19,104",▲,4.16%
392,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-21,တင်း,"18,340",–,0.00%
393,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-20,တင်း,"18,340",▲,3.45%
394,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2024-05-17,တင်း,"17,728",–,0.00%
